Territorial,Expediente,Fecha resolución,Estado,Naturaleza,Clase de empresa,Municipio,Tipo Obra,Tipo Ocupación
Aburrá Norte,AN8-2014-27,05/14/2015 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Provisional
Tahamíes,TH8-2008-1,07/07/2009 12:00:00 AM,Activo,Jurídica,Privada,Gómez Plata,Puente,Permanente
Cartama,CA8-2018-25,02/16/2018 12:00:00 AM,Archivado,Jurídica,Privada,Jericó,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2007-35,12/06/2023 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2006-21,08/17/2010 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2017-72,06/10/2019 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2004-11,02/11/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Barbosa,Muro contención en concreto,Permanente
Aburrá Sur,AS8-2011-21,10/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Itaguí,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2020-119,08/23/2021 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2006-2,12/15/2016 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2015-12,09/15/2015 12:00:00 AM,Archivado,Natural,-No aplica-,Envigado,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2020-25,11/10/2020 12:00:00 AM,Archivado,Jurídica,Privada,Anzá,Gaviones,Permanente
Panzenú,PZ8-2015-11,05/23/2016 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Puente,Permanente
Hevéxicos,HX8-2011-19,04/16/2012 12:00:00 AM,Archivado,Jurídica,Pública,Sopetrán,Cobertura en Cajón,Permanente
Zenufaná,ZF8-2021-105,12/31/2021 12:00:00 AM,Archivado,Jurídica,Pública,Yondó,Canalización Trapezoidal,Permanente
Hevéxicos,HX8-2013-1,11/12/2013 12:00:00 AM,Archivado,Jurídica,Privada,Sopetrán,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2018-70,12/21/2022 12:00:00 AM,Archivado,Jurídica,Privada,Anorí,Cobertura en Cajón,Permanente
Tahamíes,TH8-2016-3,05/16/2017 12:00:00 AM,Activo,Jurídica,Privada,Belmira,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2014-85,03/08/2016 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2008-1,02/24/2022 12:00:00 AM,Activo,Jurídica,Privada,Gómez Plata,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2018-1,05/26/2023 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-25,05/07/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Barbosa,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2008-5,01/20/2022 12:00:00 AM,Archivado,Jurídica,Privada,El Bagre,Puente,Permanente
Zenufaná,ZF8-2013-6,02/26/2014 12:00:00 AM,Archivado,Jurídica,Privada,Maceo,Desvio de Corriente,Provisional
Aburrá Norte,AN8-2007-22,11/26/2007 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Alcantarillado,Permanente
Aburrá Norte,AN8-2006-4,09/09/2009 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Cobertura Circular,Permanente
Aburrá Norte,AN8-2010-2,08/13/2020 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-24,07/06/2023 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-37,08/05/2022 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Puente,Permanente
Aburrá Norte,AN8-2000-5,12/26/2023 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Gaviones,Permanente
Secretaría Ambiental De Envigado,SAE8-2014-18,06/05/2015 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Gaviones,Permanente
Aburrá Norte,AN8-2004-5,04/29/2013 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Hexápodos,Permanente
Aburrá Norte,AN8-2014-46,12/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2016-1,10/12/2016 12:00:00 AM,Archivado,Jurídica,Privada,Tarazá,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2001-7,07/27/2021 12:00:00 AM,Archivado,,,Medellín,Jarillón,Permanente
Cartama,CA8-2018-110,07/21/2020 12:00:00 AM,Activo,Jurídica,Pública,Caramanta,Otras Obras y Construcciones,Provisional
Panzenú,PZ8-2021-67,10/04/2021 12:00:00 AM,Activo,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Secretaría Ambiental De Envigado,SAE8-2012-7,06/24/2016 12:00:00 AM,Archivado,Natural,-No aplica-,,Otras Obras y Construcciones,Permanente
Cartama,CA8-2014-1,05/25/2015 12:00:00 AM,Archivado,Natural,-No aplica-,Jericó,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2014-3,12/26/2023 12:00:00 AM,Activo,Jurídica,Privada,Maceo,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2020-49,01/07/2021 12:00:00 AM,Archivado,Jurídica,Pública,La Estrella,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2006-28,02/28/2007 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2012-11,07/31/2015 12:00:00 AM,Archivado,Jurídica,Privada,Yolombó,Alcantarillado,Permanente
Secretaría Ambiental De Envigado,SAE8-2005-7,03/09/2006 12:00:00 AM,Archivado,Natural,-No aplica-,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2009-37,02/16/2010 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2019-16,12/10/2020 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2021-112,02/24/2022 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-15,04/03/2013 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2018-49,11/14/2018 12:00:00 AM,Archivado,Natural,-No aplica-,Copacabana,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2017-49,11/23/2017 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2012-18,09/23/2013 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2016-32,07/28/2017 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2006-2,07/22/2015 12:00:00 AM,Archivado,Natural,-No aplica-,Envigado,Puente,Permanente
Citará,CI8-2019-44,09/11/2020 12:00:00 AM,Archivado,Natural,-No aplica-,Jardín,Alcantarillado,Permanente
Tahamíes,TH8-2020-132,05/02/2022 12:00:00 AM,Activo,Jurídica,Privada,Toledo,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2008-12,04/28/2009 12:00:00 AM,Archivado,Natural,-No aplica-,San Jerónimo,Canalización en U,Permanente
Aburrá Norte,AN8-2020-129,01/05/2022 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2010-41,03/22/2011 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Cobertura Circular,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-12,07/13/2022 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-42,12/06/2021 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Alcantarillado,Permanente
Aburrá Norte,AN8-2022-4,05/04/2022 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2012-50,02/27/2013 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Muro contención en concreto,Permanente
Aburrá Sur,AS8-2013-13,09/22/2016 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Cobertura Abovedada,Permanente
Cartama,CA8-2010-6,09/08/2011 12:00:00 AM,Archivado,Jurídica,Privada,Venecia,Espolones,Permanente
Aburrá Norte,AN8-2013-19,02/14/2023 12:00:00 AM,Activo,Jurídica,Privada,Copacabana,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2017-78,02/17/2022 12:00:00 AM,Archivado,Jurídica,Pública,La Estrella,Otras Obras y Construcciones,Permanente
Citará,CI8-2020-29,06/10/2020 12:00:00 AM,Archivado,Jurídica,Privada,Betulia,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2019-95,01/05/2021 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Cartama,CA8-2015-5,10/07/2016 12:00:00 AM,Activo,Jurídica,Pública,Fredonia,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-43,05/04/2011 12:00:00 AM,Archivado,Jurídica,Privada,Copacabana,Puente,Permanente
Aburrá Norte,AN8-2014-71,01/26/2015 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2001-7,06/25/2004 12:00:00 AM,Archivado,,,Medellín,Puente,Permanente
Aburrá Sur,AS8-2020-77,04/07/2021 12:00:00 AM,Archivado,Jurídica,Pública,La Estrella,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2024-48,08/30/2024 12:00:00 AM,Activo,Jurídica,Privada,Nechí,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2008-1,02/02/2022 12:00:00 AM,Activo,Jurídica,Privada,Gómez Plata,Alcantarillado,Permanente
Aburrá Norte,AN8-2000-23,09/17/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Copacabana,Muro contención en concreto,Permanente
Hevéxicos,HX8-2017-19,12/26/2022 12:00:00 AM,Archivado,Jurídica,Privada,San Jerónimo,Otras Obras y Construcciones,Permanente
Citará,CI8-2006-1,01/11/2013 12:00:00 AM,Archivado,Natural,-No aplica-,Hispania,Puente,Permanente
Secretaría Ambiental De Envigado,SAE8-2014-3,12/17/2014 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Canalización Trapezoidal,Permanente
Panzenú,PZ8-2007-2,01/11/2013 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Puente,Provisional
Aburrá Norte,AN8-2009-21,04/04/2024 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2023-101,07/19/2024 12:00:00 AM,Activo,Jurídica,Privada,Titiribí,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2011-5,09/26/2013 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-21,09/06/2016 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2000-5,11/08/1999 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Alcantarillado,Permanente
Cartama,CA8-2015-6,04/20/2016 12:00:00 AM,Activo,Jurídica,Privada,La Pintada,Puente,Permanente
Hevéxicos,HX8-2017-55,07/22/2019 12:00:00 AM,Archivado,Jurídica,Privada,Anzá,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2019-78,05/18/2020 12:00:00 AM,Activo,Jurídica,Pública,Carolina Del Príncipe,Puente,Permanente
Aburrá Norte,AN8-2014-2,05/13/2015 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2017-89,11/10/2021 12:00:00 AM,Archivado,Jurídica,-No aplica-,Puerto Berrío,Cobertura Abovedada,Permanente
Hevéxicos,HX8-2006-2,02/13/2008 12:00:00 AM,Archivado,Natural,-No aplica-,Santa Fé De Antioquia,Canalización Trapezoidal,Permanente
Hevéxicos,HX8-2017-53,07/19/2019 12:00:00 AM,Archivado,Jurídica,Privada,Anzá,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2018-82,05/05/2022 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2019-74,04/30/2021 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Alcantarillado,Permanente
Panzenú,PZ8-2007-3,04/19/2008 12:00:00 AM,Archivado,Jurídica,Privada,Cáceres,Cobertura Circular,Permanente
Aburrá Sur,AS8-2011-18,08/06/2015 12:00:00 AM,Archivado,Natural,-No aplica-,La Estrella,Puente,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-28,02/11/2022 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2013-24,10/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Itaguí,Desvio de Corriente,Permanente
Aburrá Norte,AN8-2021-29,05/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Gaviones,Permanente
Secretaría Ambiental De Envigado,SAE8-2022-10,04/04/2022 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Alcantarillado,Permanente
Aburrá Norte,AN8-2006-23,01/29/2007 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-5,09/23/2015 12:00:00 AM,Activo,Jurídica,Pública,Caucasia,Alcantarillado,Permanente
Aburrá Sur,AS8-2020-53,01/07/2021 12:00:00 AM,Archivado,Jurídica,Pública,La Estrella,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2008-7,06/01/2022 12:00:00 AM,Archivado,Natural,-No aplica-,Envigado,,
Citará,CI8-2006-1,02/21/2008 12:00:00 AM,Archivado,Natural,-No aplica-,Hispania,Puente,Permanente
Panzenú,PZ8-1999-2,04/04/2001 12:00:00 AM,Archivado,Jurídica,Pública,Cáceres,Espolones,Permanente
Hevéxicos,HX8-2017-6,07/25/2022 12:00:00 AM,Archivado,Jurídica,Privada,San Jerónimo,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2016-26,11/15/2019 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-1995-14,01/17/1985 12:00:00 AM,Archivado,,,Girardota,Gaviones,Permanente
Aburrá Sur,AS8-2009-10,04/14/2010 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Cobertura Circular,Permanente
Zenufaná,ZF8-2023-105,02/19/2024 12:00:00 AM,Activo,Jurídica,Pública,Vegachí,Puente,Permanente
Secretaría Ambiental De Envigado,SAE8-2004-11,08/23/2004 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2013-4,11/27/2014 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Canalización en U,Permanente
Aburrá Norte,AN8-2016-28,02/02/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2023-116,04/22/2024 12:00:00 AM,Activo,Jurídica,Pública,Caracolí,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-35,06/15/2012 12:00:00 AM,Activo,Jurídica,Privada,Amagá,Alcantarillado,Permanente
Panzenú,PZ8-2013-5,09/22/2020 12:00:00 AM,Archivado,Jurídica,Privada,Nechí,Otras Obras y Construcciones,Provisional
Aburrá Sur,AS8-2013-7,01/05/2015 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Canalización en U,Permanente
Aburrá Norte,AN8-2008-12,12/20/2022 12:00:00 AM,Archivado,Jurídica,Privada,Copacabana,Otras Obras y Construcciones,Permanente
Citará,CI8-2013-5,10/11/2017 12:00:00 AM,Archivado,Jurídica,Privada,Salgar,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2018-120,08/14/2020 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2015-11,11/18/2022 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2012-1,06/18/2020 12:00:00 AM,Archivado,Jurídica,Privada,Donmatías,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2016-37,06/02/2017 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-12,06/25/2014 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2000-1,09/14/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Medellín,Puente,Permanente
Secretaría Ambiental De Envigado,SAE8-2017-109,09/13/2024 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-105,04/26/2016 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Tahamíes,TH8-2010-3,07/26/2010 12:00:00 AM,Activo,Jurídica,Pública,Belmira,Puente,Permanente
Panzenú,PZ8-2015-12,07/23/2019 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Puente,Provisional
Cartama,CA8-2018-143,04/23/2020 12:00:00 AM,Archivado,Jurídica,Pública,Montebello,Otras Obras y Construcciones,Permanente
Cartama,CA8-2008-14,11/25/2010 12:00:00 AM,Archivado,Natural,-No aplica-,Jericó,Alcantarillado,Permanente
Secretaría Ambiental De Envigado,SAE8-2018-136,08/30/2022 12:00:00 AM,Archivado,Natural,-No aplica-,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2015-15,12/28/2022 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2013-4,08/26/2016 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Canalización en U,Permanente
Aburrá Norte,AN8-2003-12,06/08/2004 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Canalización en U,Permanente
Hevéxicos,HX8-2015-5,08/14/2015 12:00:00 AM,Archivado,Jurídica,Pública,Santa Fé De Antioquia,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2023-67,11/08/2024 12:00:00 AM,Activo,Jurídica,Privada,La Estrella,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2015-5,11/18/2015 12:00:00 AM,Activo,Jurídica,Privada,Briceño,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-2,10/17/2019 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2011-42,11/30/2021 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2009-13,03/11/2010 12:00:00 AM,Archivado,Natural,-No aplica-,La Estrella,Gaviones,Permanente
Tahamíes,TH8-2007-2,05/09/2023 12:00:00 AM,Activo,Jurídica,Privada,Santa Rosa De Osos,Alcantarillado,Permanente
Panzenú,PZ8-2015-39,03/11/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2008-26,12/07/2016 12:00:00 AM,Archivado,Jurídica,Privada,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2008-14,11/05/2008 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Alcantarillado,Permanente
Zenufaná,ZF8-2019-24,07/18/2019 12:00:00 AM,Archivado,Jurídica,Privada,Caracolí,Canalización en U,Provisional
Aburrá Sur,SAE8-2007-3,12/30/2022 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Puente,Permanente
Cartama,CA8-2005-10,06/20/2006 12:00:00 AM,Archivado,Jurídica,Privada,Santa Bárbara,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-81,10/18/2019 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-2,05/27/2021 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2010-1,03/17/2015 12:00:00 AM,Archivado,Jurídica,Privada,El Bagre,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2022-78,11/25/2022 12:00:00 AM,Activo,Natural,-No aplica-,San Jerónimo,Puente,Permanente
Zenufaná,ZF8-2018-125,06/13/2019 12:00:00 AM,Archivado,Jurídica,Privada,Puerto Nare,Cobertura en Cajón,Permanente
Tahamíes,TH8-2014-8,07/14/2016 12:00:00 AM,Activo,Jurídica,Pública,Yarumal,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2013-20,11/17/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2016-30,07/28/2017 12:00:00 AM,Archivado,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Cartama,CA8-2014-7,08/31/2015 12:00:00 AM,Archivado,Jurídica,Privada,Fredonia,Puente,Permanente
Zenufaná,ZF8-2015-10,12/24/2021 12:00:00 AM,Activo,Jurídica,Privada,Yolombó,Alcantarillado,Permanente
Panzenú,PZ8-2015-36,05/17/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Panzenú,PZ8-2017-138,03/06/2018 12:00:00 AM,Activo,Jurídica,Pública,Valdivia,Alcantarillado,Permanente
Aburrá Norte,AN8-2017-61,01/02/2019 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-21,03/29/2016 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Panzenú,PZ8-2022-27,06/23/2022 12:00:00 AM,Activo,Jurídica,Privada,Valdivia,Canalización en U,Permanente
Aburrá Sur,AS8-2013-11,10/06/2017 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Alcantarillado,Permanente
Secretaría Ambiental De Envigado,SAE8-2006-10,06/07/2007 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2007-2,11/21/2008 12:00:00 AM,Activo,Jurídica,Privada,Santa Rosa De Osos,Puente,Permanente
Aburrá Norte,AN8-2009-8,01/12/2016 12:00:00 AM,Archivado,Natural,-No aplica-,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2022-67,11/28/2022 12:00:00 AM,Activo,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2018-72,05/21/2020 12:00:00 AM,Activo,Jurídica,Pública,Belmira,Puente,Permanente
Aburrá Sur,AS8-2005-1,07/22/2005 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2010-29,08/27/2013 12:00:00 AM,Archivado,,,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2018-58,08/15/2018 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2011-33,12/29/2011 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2008-1,11/29/2023 12:00:00 AM,Activo,Jurídica,Privada,Gómez Plata,Muro contención en concreto,Permanente
Cartama,CA8-2022-99,03/06/2023 12:00:00 AM,Activo,Jurídica,Pública,Valparaíso,Alcantarillado,Permanente
Aburrá Norte,AN8-2013-11,09/30/2013 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2018-81,10/31/2018 12:00:00 AM,Archivado,Jurídica,Privada,Sopetrán,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2017-82,10/16/2018 12:00:00 AM,Archivado,Jurídica,Privada,Yolombó,Puente,Permanente
Aburrá Norte,AN8-2020-17,03/14/2022 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-58,06/20/2011 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2019-47,09/12/2024 12:00:00 AM,Activo,Jurídica,Pública,Girardota,Otras Obras y Construcciones,Permanente
Cartama,CA8-2022-5,06/17/2022 12:00:00 AM,Activo,Jurídica,Privada,Valparaíso,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2011-17,11/04/2011 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2016-19,02/20/2017 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-39,12/19/2013 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Provisional
