Territorial,Expediente,Naturaleza,Tipo Empresa,Estado,Tipo Proyecto,Municipio
Aburrá Sur,AS3-1999-53,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-1999-55,Natural,-No aplica-,Archivado,Otros,Sabaneta
Aburrá Sur,AS3-1999-63,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Armenia
Aburrá Sur,AS3-1999-64,Natural,-No aplica-,Archivado,Otros,Caldas
Aburrá Sur,AS3-1999-66,Natural,-No aplica-,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1999-79,Natural,-No aplica-,Archivado,Otros,Sabaneta
Aburrá Sur,AS3-1999-90,Natural,-No aplica-,Archivado,Otros,Amagá
Aburrá Sur,AS3-2000-108,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2000-113,Natural,-No aplica-,Archivado,Otros,Caldas
Aburrá Sur,AS3-2000-128,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Amagá
Aburrá Sur,AS3-2000-22,Jurídica,Privada,Archivado,Minería,Angelópolis
Aburrá Sur,AS3-2000-23,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2000-4,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2000-51,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Envigado
Aburrá Sur,AS3-2000-56,Natural,-No aplica-,Archivado,Otros,Amagá
Aburrá Sur,AS3-2000-58,Natural,-No aplica-,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2000-67,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Itaguí
Aburrá Sur,AS3-2000-82,Jurídica,Pública,Archivado,Otros,Titiribí
Aburrá Sur,AS3-2001-10,Jurídica,Pública,Archivado,Otros,Envigado
Aburrá Sur,AS3-2001-11,Jurídica,Pública,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2001-12,Jurídica,Pública,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2001-13,Jurídica,Pública,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2001-14,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,La Estrella
Hevéxicos,HX3-1997-588,Natural,-No aplica-,Archivado,Otros,San Jerónimo
Aburrá Sur,AS3-2001-15,Jurídica,Privada,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Heliconia
Aburrá Sur,AS3-2001-17,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Amagá
Aburrá Sur,AS3-2001-18,Jurídica,Pública,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2001-20,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2001-21,Natural,-No aplica-,Archivado,Otros,Armenia
Aburrá Sur,AS3-2001-22,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2001-24,Jurídica,Pública,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2001-26,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,La Estrella
Aburrá Sur,AS3-2001-3,Jurídica,Pública,Archivado,Otros,Angelópolis
Aburrá Sur,AS3-2001-31,Natural,-No aplica-,Archivado,Otros,Caldas
Aburrá Sur,AS3-2001-32,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2001-35,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2001-4,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Amagá
Aburrá Sur,AS3-2001-5,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Amagá
Aburrá Sur,AS3-2002-1,Jurídica,Privada,Archivado,Otros,Caldas
Aburrá Sur,AS3-2002-12,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Titiribí
Aburrá Sur,AS3-2002-17,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Angelópolis
Aburrá Sur,AS3-2002-18,Jurídica,Privada,Archivado,Industria manufacturera para la fabricación de sustancias químicas básicas de origen mineral,La Estrella
Aburrá Sur,AS3-2002-19,Jurídica,Pública,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2002-2,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2002-20,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2002-21,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2002-3,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2002-6,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-2002-8,Natural,-No aplica-,Archivado,Otros,Titiribí
Aburrá Sur,AS3-2003-1,Jurídica,Privada,Archivado,Construcción y operación de rellenos sanitarios,Envigado
Aburrá Sur,AS3-2003-2,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Amagá
Aburrá Sur,AS3-2003-3,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,La Estrella
Aburrá Sur,AS3-2003-4,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Angelópolis
Aburrá Sur,AS3-2003-5,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Envigado
Aburrá Sur,AS3-2003-7,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Envigado
Aburrá Sur,AS3-2003-8,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2003-9,Jurídica,Privada,Archivado,Construcción y operación de rellenos sanitarios,Heliconia
Aburrá Sur,AS3-2004-1,Jurídica,Privada,Activo,Explota Carbón: menor a 800.000 toneladas/año,Amagá
Aburrá Sur,AS3-2004-10,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Amagá
Aburrá Sur,AS3-2004-11,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2004-12,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Titiribí
Aburrá Sur,AS3-2004-2,Natural,-No aplica-,Activo,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2004-3,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2004-4,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2004-5,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Angelópolis
Aburrá Sur,AS3-2004-6,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Angelópolis
Aburrá Sur,AS3-2004-7,Jurídica,Privada,Activo,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2004-8,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Heliconia
Aburrá Sur,AS3-2004-9,Natural,-No aplica-,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Amagá
Aburrá Sur,AS3-2005-1,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2005-2,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Hevéxicos,HX3-1997-613,Jurídica,Pública,Archivado,Otros,Sabanalarga
Aburrá Sur,AS3-2005-3,Jurídica,Privada,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2005-4,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2005-5,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Itaguí
Aburrá Sur,AS3-2006-1,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2006-10,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Amagá
Aburrá Sur,AS3-2006-2,Jurídica,Privada,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2006-3,Jurídica,Pública,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Envigado
Aburrá Sur,AS3-2006-5,Jurídica,Privada,Activo,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2006-6,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2006-7,Natural,-No aplica-,Activo,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2006-8,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2006-9,Jurídica,Privada,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Envigado
Aburrá Sur,AS3-2007-1,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,La Estrella
Aburrá Sur,AS3-2007-2,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Itaguí
Aburrá Sur,AS3-2007-3,Natural,-No aplica-,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Amagá
Aburrá Sur,AS3-2007-4,Jurídica,Privada,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Titiribí
Aburrá Sur,AS3-2008-1,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2008-10,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2008-2,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-2008-3,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Itaguí
Aburrá Sur,AS3-2008-4,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2008-5,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,La Estrella
Aburrá Sur,AS3-2008-6,Natural,-No aplica-,Archivado,Otros,Amagá
Aburrá Sur,AS3-2008-7,Natural,-No aplica-,Activo,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2008-8,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-2008-9,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-2009-1,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2009-2,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2009-3,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Angelópolis
Aburrá Sur,AS3-2009-4,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-2009-5,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2009-6,Natural,-No aplica-,Activo,Explota Carbón: menor a 800.000 toneladas/año,Amagá
Aburrá Sur,AS3-2009-7,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,La Estrella
Aburrá Sur,AS3-2009-8,Jurídica,Pública,Activo,"Construcción de carreteras, en la red vial secundaria y terciaria",Titiribí
Aburrá Sur,AS3-2010-1,Jurídica,Privada,Activo,Explota Carbón: menor a 800.000 toneladas/año,Heliconia
Aburrá Sur,AS3-2010-10,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Amagá
Aburrá Sur,AS3-2010-11,Natural,-No aplica-,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Heliconia
Aburrá Sur,AS3-2010-2,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2010-3,Jurídica,Privada,Activo,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2010-4,Jurídica,Privada,Activo,Otros,Caldas
Aburrá Sur,AS3-2010-5,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,La Estrella
Aburrá Sur,AS3-2010-6,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-2010-7,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2010-8,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2010-9,Jurídica,Privada,Activo,Otros,Sabaneta
Aburrá Sur,AS3-2011-1,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Titiribí
Aburrá Sur,AS3-2011-2,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Envigado
Aburrá Sur,AS3-2011-3,Jurídica,Pública,Archivado,Construcción y Operación de Centrales Generadoras,Envigado
Aburrá Sur,AS3-2011-4,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Titiribí
Aburrá Sur,AS3-2011-5,Jurídica,Privada,Archivado,Otros,Titiribí
Aburrá Sur,AS3-2011-6,Natural,-No aplica-,Archivado,Otros,Caldas
Aburrá Sur,AS3-2012-1,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Angelópolis
Aburrá Sur,AS3-2012-2,Jurídica,Privada,Archivado,Otros,Itaguí
Aburrá Sur,AS3-2012-3,Jurídica,Privada,Activo,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",La Estrella
Aburrá Sur,AS3-2012-4,Jurídica,Pública,Archivado,Otros,Heliconia
Aburrá Sur,AS3-2012-5,Jurídica,Privada,Activo,Otros,La Estrella
Aburrá Sur,AS3-2013-1,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Amagá
Aburrá Sur,AS3-2013-2,Jurídica,Privada,Archivado,Minería,Itaguí
Aburrá Sur,AS3-2013-3,Natural,-No aplica-,Archivado,Otros,Amagá
Aburrá Sur,AS3-2013-4,Jurídica,Privada,Activo,Minería,Amagá
Aburrá Sur,AS3-2013-5,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-2013-6,Jurídica,Privada,Archivado,Minería,Amagá
Aburrá Sur,AS3-2014-1,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-2014-2,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Heliconia
Aburrá Sur,AS3-2014-3,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-2014-4,Jurídica,Privada,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2014-5,Jurídica,Privada,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-2014-6,Jurídica,Privada,Archivado,Minería,Titiribí
Aburrá Sur,AS3-2014-7,Jurídica,Privada,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-2014-8,Jurídica,Privada,Archivado,Otros,Sabaneta
Aburrá Sur,AS3-2014-9,Jurídica,Privada,Activo,Minería,Titiribí
Aburrá Sur,AS3-2015-1,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2015-2,Jurídica,Privada,Archivado,Minería,Amagá
Aburrá Sur,AS3-2015-3,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Amagá
Aburrá Sur,AS3-2016-1,Jurídica,Pública,Activo,Otros,Caldas
Aburrá Sur,AS3-2016-2,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-2016-3,Jurídica,Privada,Archivado,Minería,Amagá
Aburrá Sur,AS3-2017-10,Jurídica,Privada,Archivado,Minería,Caldas
Aburrá Sur,AS3-2017-27,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Heliconia
Aburrá Sur,AS3-2018-15,Jurídica,Privada,Activo,Minería,Angelópolis
Aburrá Sur,AS3-2018-20,Natural,-No aplica-,Activo,Minería,Amagá
Aburrá Sur,AS3-2018-22,Jurídica,Privada,Archivado,Minería,Angelópolis
Aburrá Sur,AS3-2018-37,Jurídica,Privada,Archivado,Otros,Caldas
Aburrá Sur,AS3-2019-13,Jurídica,Privada,Archivado,Minería,Amagá
Aburrá Sur,AS3-2019-23,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-2019-27,Jurídica,Privada,Activo,Minería,Amagá
Aburrá Sur,AS3-2019-6,Jurídica,Privada,Archivado,Minería,Amagá
Aburrá Sur,AS3-2019-9,Jurídica,Privada,Activo,Minería,Amagá
Aburrá Sur,AS3-2020-24,Natural,-No aplica-,Activo,Minería,Amagá
Aburrá Sur,AS3-2021-1,Jurídica,Privada,Activo,Minería,Amagá
Aburrá Sur,AS3-2021-15,Natural,-No aplica-,Activo,Minería,Heliconia
Aburrá Sur,AS3-2021-16,Natural,-No aplica-,Activo,Otros,Caldas
Aburrá Sur,AS3-2021-18,Jurídica,Privada,Activo,Minería,Amagá
Aburrá Sur,AS3-2022-4,Natural,-No aplica-,Archivado,Minería,Amagá
Aburrá Sur,AS3-2022-8,Natural,-No aplica-,Activo,Minería,Amagá
Aburrá Sur,AS3-2022-9,Natural,-No aplica-,Archivado,Minería,Angelópolis
Aburrá Sur,AS3-2023-21,Jurídica,Privada,Activo,Minería,Amagá
Aburrá Sur,AS3-2023-7,Natural,-No aplica-,Activo,Minería,Angelópolis
Aburrá Sur,AS3-2024-7,Jurídica,Privada,Activo,Minería,Titiribí
Hevéxicos,HX3-1997-7,Jurídica,Privada,Archivado,Otros,San Jerónimo
Cartama,CA3-1995-129,Jurídica,Pública,Archivado,Construcción y Operación de Centrales Generadoras,Támesis
Cartama,CA3-1995-175,Jurídica,Privada,Activo,Construcción y Operación de Centrales Generadoras,Jericó
Cartama,CA3-1995-276,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Valparaíso
Cartama,CA3-1995-30,Natural,-No aplica-,Archivado,Otros,Fredonia
Cartama,CA3-1995-338,Jurídica,Pública,Archivado,Otros,Tarso
Cartama,CA3-1995-34,Jurídica,Pública,Archivado,Otros,Venecia
Cartama,CA3-1995-345,Jurídica,-No aplica-,Activo,Otros,Támesis
Cartama,CA3-1995-424,Jurídica,Privada,Activo,Minería,Valparaíso
Cartama,CA3-1995-425,Jurídica,Pública,Archivado,Otros,Támesis
Cartama,CA3-1995-433,Jurídica,Privada,Archivado,Otros,Valparaíso
Cartama,CA3-1995-545,Jurídica,Privada,Activo,Explota Carbón: menor a 800.000 toneladas/año,Venecia
Cartama,CA3-1995-95,Jurídica,Privada,Archivado,Otros,Venecia
Cartama,CA3-1996-145,Natural,-No aplica-,Archivado,Otros,Jericó
Cartama,CA3-1996-169,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Támesis
Cartama,CA3-1996-24,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Támesis
Cartama,CA3-1996-297,Natural,-No aplica-,Archivado,,Jericó
Cartama,CA3-1996-336,Jurídica,Pública,Archivado,Otros,Valparaíso
Cartama,CA3-1996-447,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Santa Bárbara
Cartama,CA3-1996-448,Jurídica,Pública,Archivado,Otros,Pueblorrico
Cartama,CA3-1996-486,Natural,-No aplica-,Archivado,Otros,Tarso
Cartama,CA3-1996-501,Jurídica,Pública,Archivado,Otros,Pueblorrico
Cartama,CA3-1996-509,Natural,-No aplica-,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Montebello
Cartama,CA3-1996-538,Natural,-No aplica-,Archivado,Otros,Fredonia
Cartama,CA3-1997-1035,Jurídica,Privada,Activo,Otros,Jericó
Cartama,CA3-1997-1060,Jurídica,Privada,Activo,Explota Carbón: menor a 800.000 toneladas/año,Fredonia
Cartama,CA3-1997-1082,Jurídica,Privada,Archivado,,Tarso
Cartama,CA3-1997-607,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Caramanta
Cartama,CA3-1997-619,Jurídica,-No aplica-,Archivado,Otros,Fredonia
Cartama,CA3-1997-622,Jurídica,Pública,Archivado,,Montebello
Cartama,CA3-1997-704,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Montebello
Cartama,CA3-1997-903,Natural,-No aplica-,Archivado,Otros,Venecia
Cartama,CA3-1997-942,Jurídica,Privada,Archivado,Otros,Valparaíso
Cartama,CA3-1997-966,Natural,-No aplica-,Archivado,,La Pintada
Cartama,CA3-1998-10,Jurídica,Pública,Archivado,Otros,Montebello
Cartama,CA3-1998-1114,Natural,-No aplica-,Archivado,Otros,Támesis
Cartama,CA3-1998-1132,Natural,-No aplica-,Archivado,Otros,La Pintada
Cartama,CA3-1998-1230,Natural,-No aplica-,Archivado,Otros,Venecia
Cartama,CA3-1998-1309,Natural,-No aplica-,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Támesis
Cartama,CA3-1998-1314,Jurídica,Privada,Archivado,Otros,La Pintada
Cartama,CA3-1998-1330,Natural,-No aplica-,Archivado,Otros,Venecia
Cartama,CA3-1998-17,Natural,-No aplica-,Archivado,,Santa Bárbara
Cartama,CA3-1998-19,Jurídica,Privada,Archivado,Otros,Venecia
Cartama,CA3-1998-4,Natural,-No aplica-,Archivado,Otros,Fredonia
Cartama,CA3-1998-9,Jurídica,Privada,Archivado,Otros,Venecia
Cartama,CA3-1999-18,Jurídica,Privada,Archivado,Otros,La Pintada
Cartama,CA3-1999-23,Natural,-No aplica-,Archivado,Otros,Santa Bárbara
Cartama,CA3-1999-24,Natural,-No aplica-,Archivado,Otros,La Pintada
Cartama,CA3-1999-29,Natural,-No aplica-,Archivado,,La Pintada
Cartama,CA3-1999-30,Natural,-No aplica-,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Venecia
Cartama,CA3-1999-32,Natural,-No aplica-,Activo,Otros,Jericó
Cartama,CA3-1999-33,Natural,-No aplica-,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Jericó
Cartama,CA3-1999-38,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Valparaíso
Cartama,CA3-1999-45,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Fredonia
Cartama,CA3-1999-46,Jurídica,Pública,Archivado,Construcción de vías férreas regionales y variantes de estas,Montebello
Cartama,CA3-1999-47,Jurídica,-No aplica-,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Fredonia
Cartama,CA3-1999-49,Jurídica,Pública,Archivado,Otros,Santa Bárbara
Cartama,CA3-1999-51,Natural,-No aplica-,Archivado,Otros,Venecia
Cartama,CA3-1999-63,Jurídica,Privada,Archivado,,Santa Bárbara
Cartama,CA3-1999-68,Natural,-No aplica-,Archivado,Otros,Venecia
Cartama,CA3-1999-71,Natural,-No aplica-,Archivado,Otros,Valparaíso
Cartama,CA3-1999-72,Jurídica,Privada,Archivado,Otros,La Pintada
Cartama,CA3-1999-75,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Fredonia
Cartama,CA3-1999-76,Natural,-No aplica-,Archivado,Otros,Venecia
Cartama,CA3-1999-78,Jurídica,Privada,Archivado,Otros,Venecia
Cartama,CA3-1999-82,Natural,-No aplica-,Archivado,Otros,Jericó
Cartama,CA3-2000-115,Jurídica,Pública,Archivado,Otros,La Pintada
Cartama,CA3-2000-118,Jurídica,Privada,Archivado,Otros,Venecia
Cartama,CA3-2000-123,Jurídica,Pública,Archivado,Otros,Valparaíso
Cartama,CA3-2000-125,Jurídica,Pública,Archivado,Otros,Támesis
Cartama,CA3-2000-127,Natural,-No aplica-,Archivado,Otros,Jericó
Cartama,CA3-2000-134,Jurídica,Pública,Activo,Otros,Santa Bárbara
Cartama,CA3-2000-135,Natural,-No aplica-,Archivado,Otros,Fredonia
Cartama,CA3-2000-87,Jurídica,Pública,Archivado,Otros,Montebello
Cartama,CA3-2000-90,Natural,-No aplica-,Archivado,Otros,Jericó
Cartama,CA3-2000-92,Natural,-No aplica-,Archivado,Otros,Tarso
Cartama,CA3-2000-94,Jurídica,Pública,Archivado,"Tendido de líneas sistema de transmisión conformado por el conjunto de líneas con sus equipos asociados, que operan a tensiones menores de 220 KV y que no pertenecen a un sistema de distribución local",Montebello
Cartama,CA3-2000-97,Jurídica,Pública,Archivado,Otros,La Pintada
Cartama,CA3-2001-142,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Venecia
Cartama,CA3-2001-143,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Montebello
Cartama,CA3-2001-146,Natural,-No aplica-,Archivado,Otros,Caramanta
Cartama,CA3-2001-148,Natural,-No aplica-,Archivado,Otros,Támesis
Cartama,CA3-2001-153,Jurídica,Pública,Archivado,Otros,Támesis
Cartama,CA3-2001-154,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Jericó
Cartama,CA3-2001-155,Jurídica,Privada,Activo,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Jericó
Cartama,CA3-2001-159,Jurídica,Privada,Archivado,Construcción y operación de distritos de riego y/o drenaje para áreas mayores o iguales a 5.000 hectáreas e inferiores o iguales a 20.000 hectáreas,Támesis
Cartama,CA3-2001-160,Natural,-No aplica-,Archivado,Otros,La Pintada
Cartama,CA3-2001-162,Jurídica,Pública,Archivado,Otros,Fredonia
Cartama,CA3-2001-166,Jurídica,Pública,Archivado,"Tendido de líneas sistema de transmisión conformado por el conjunto de líneas con sus equipos asociados, que operan a tensiones menores de 220 KV y que no pertenecen a un sistema de distribución local",Fredonia
Cartama,CA3-2001-167,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Fredonia
Cartama,CA3-2001-168,Jurídica,Pública,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Venecia
Cartama,CA3-2001-170,Natural,-No aplica-,Archivado,Otros,Jericó
Cartama,CA3-2001-172,Jurídica,Privada,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Venecia
Cartama,CA3-2002-10,Jurídica,Privada,Archivado,Otros,Fredonia
